accuracy,loss,t-loss
0.60156,3.18210,0.22738
0.64062,3.16649,0.03357
0.64062,3.40601,0.06220
0.62500,3.09266,0.04817
0.57812,2.95598,0.18644
0.57812,2.99543,0.01602
0.57031,2.72181,0.04745
0.64062,3.16882,0.19950
0.58594,4.32047,0.05310
0.68750,3.42509,0.15489
0.61719,2.86897,0.19698
0.67188,3.40674,0.16834
0.66406,3.39013,0.25946
0.65625,3.25700,0.08567
0.60156,3.62658,0.35625
0.67188,2.73139,0.10530
0.57812,3.48920,0.26637
0.71875,2.48802,0.07101
0.57031,4.52029,0.04740
0.70312,2.30291,0.07262
0.64844,2.66995,0.05306
0.63281,3.64259,0.12986
0.66406,2.52638,0.03519
0.63281,2.80465,0.08367
0.72656,2.16086,0.16750
0.65625,2.47053,0.25863
0.52344,3.67906,1.47451
0.64062,3.63914,0.09792
0.58594,4.31166,0.04293
0.57812,3.49355,0.09496
0.64062,3.58141,0.09257
