accuracy,loss,t-loss
0.64844,1.17885,0.63205
0.63281,1.26458,0.53999
0.59375,1.17312,0.63521
0.73438,1.05404,0.77070
0.64844,1.13705,0.85566
0.60156,1.23063,0.78025
0.59375,1.25290,0.92529
0.71875,0.84890,0.53424
0.60156,1.25032,0.53555
0.70312,1.08299,0.34452
0.57031,1.42643,0.84686
0.53906,1.57791,0.67277
0.64844,1.15050,0.56196
0.56250,1.36695,0.47609
0.67188,1.20060,0.50209
0.63281,1.29439,0.55633
0.66406,1.19074,0.47809
0.61719,1.30626,0.54417
0.64062,1.21314,0.59475
0.67969,1.12290,0.52716
0.64844,1.13110,0.67676
0.62500,1.16468,0.44178
0.75781,1.03655,0.31102
0.67188,1.14856,0.28973
0.67969,1.12375,0.26790
0.70312,0.98055,0.52332
0.67188,0.92517,0.86865
0.71094,1.18239,0.36940
0.62500,1.43951,0.49168
0.58594,1.21525,0.49015
0.65625,1.24957,0.69736
0.75781,0.81433,0.28872
0.67188,1.18431,0.40282
0.74219,0.89770,0.46549
0.64062,1.24738,0.36003
0.68750,1.15470,0.42175
0.67188,1.19615,0.63825
0.71875,1.11856,0.51030
0.68750,1.28949,0.44818
0.62500,1.36467,0.47027
0.60938,1.42467,0.30972
0.64844,1.29903,0.31029
0.62500,1.62923,0.30714
0.65625,1.07791,0.35074
0.70312,1.03834,0.52655
0.67969,1.25192,0.31636
0.58594,1.62628,0.32799
0.67188,1.20449,0.41413
0.67188,1.40632,0.36626
0.71094,1.15748,0.47665
0.65625,1.40440,0.39524
0.68750,1.26885,0.22965
0.70312,1.03989,0.29674
0.74219,1.10587,0.39686
0.73438,0.96091,0.29312
0.63281,1.38886,0.23063
0.74219,0.81862,0.25492
0.68750,1.32728,0.13971
0.64062,1.52829,0.46123
0.67188,1.16032,0.39316
0.65625,1.53750,0.25826
0.67188,1.16956,0.31055
0.70312,1.39375,0.14634
0.58594,1.63476,0.42452
0.67969,1.35089,0.31562
0.73438,1.04793,0.25482
0.67969,1.31188,0.32015
0.75781,1.05624,0.55424
0.71094,1.42220,0.42493
0.67969,1.72404,0.24077
0.67969,1.11775,0.36763
0.65625,1.74332,0.31799
0.70312,1.66919,0.17599
0.73438,1.16402,0.21108
0.67188,1.56607,0.24411
0.62500,1.61036,0.21673
0.67969,1.64285,0.34846
0.60938,1.59270,0.27807
0.65625,1.29492,0.42978
0.70312,1.31679,0.23885
0.66406,1.43630,0.11615
0.67969,1.57196,0.18821
0.65625,1.69286,0.23146
0.63281,1.65460,0.26535
0.73438,1.28453,0.30898
0.64062,1.38349,0.30276
0.60156,1.78300,0.31725
0.69531,1.59146,0.42935
0.64062,1.95769,0.27100
0.69531,1.34123,0.25167
0.68750,1.25529,0.25367
0.71875,1.27182,0.22699
0.70312,1.90441,0.16780
0.67969,1.62732,0.38911
0.62500,1.59211,0.05849
0.60156,2.23625,0.13704
0.68750,1.63432,0.12731
0.64844,1.71151,0.29005
0.71875,1.48839,0.12262
0.62500,2.06330,0.21520
0.64062,1.38940,0.14053
0.66406,1.51263,0.12204
0.70312,1.55823,0.08491
0.63281,1.78641,0.21832
0.67188,1.53973,0.28696
0.71875,1.56071,0.47577
0.66406,1.37821,0.10972
0.70312,1.29344,0.11060
0.68750,1.51637,0.03739
0.73438,1.19633,0.23532
0.64844,1.82347,0.28055
0.69531,1.80264,0.07536
0.70312,1.34329,0.10225
0.66406,1.62957,0.05621
0.64844,1.81223,0.17729
0.67188,1.49086,0.16369
0.64062,2.35207,0.22138
0.71875,1.48226,0.08974
0.68750,1.59235,0.13510
0.69531,1.29013,0.20999
0.74219,1.26052,0.14657
0.71094,1.47714,0.07250
0.67969,1.90908,0.22500
0.70312,1.41456,0.21948
0.71094,1.28635,0.19170
0.65625,1.60620,0.11732
0.61719,2.00559,0.40382
0.71875,1.33254,0.11573
0.73438,1.27662,0.02966
0.64844,1.83853,0.09024
0.61719,1.84155,0.07353
0.67188,1.47422,0.07091
0.68750,1.57776,0.16608
0.74219,1.30165,0.15911
0.70312,1.53387,0.17020
0.72656,1.48345,0.17829
0.68750,1.34185,0.25835
0.56250,2.59481,0.06455
0.69531,1.62901,0.08047
0.62500,1.79705,0.19630
0.66406,1.67077,0.21184
0.67188,1.69484,0.14192
0.67188,1.94370,0.49157
0.64844,2.42363,0.03772
0.67969,1.75309,0.13573
0.63281,1.94474,0.21707
0.73438,1.38056,0.19914
0.71094,1.48786,0.24010
0.65625,1.51076,0.09301
0.68750,1.86365,0.12692
0.67969,2.00075,0.15315
0.66406,1.73905,0.09270
0.60938,2.01797,0.21393
0.70312,1.55686,0.09890
0.60938,3.00731,0.20473
0.72656,2.02135,0.17771
0.67188,1.52734,0.10452
0.69531,1.81398,0.05201
0.69531,1.88397,0.31319
0.69531,1.85828,0.16351
0.71875,1.63182,0.20866
0.72656,1.21492,0.16507
0.68750,1.61389,0.07884
0.71875,1.61092,0.18228
0.66406,2.01041,0.07656
0.69531,1.29515,0.13794
0.71875,1.41615,0.19806
0.67188,1.46869,0.27980
0.67188,1.88705,0.09641
0.70312,1.73338,0.21344
0.68750,1.55940,0.06032
0.71094,1.84532,0.04944
0.67969,1.91585,0.08551
0.74219,1.58893,0.22053
0.67188,2.03243,0.06629
0.65625,1.52489,0.02763
0.68750,1.52675,0.11415
0.73438,1.94806,0.11380
0.69531,1.67691,0.11252
0.70312,1.80438,0.04541
0.75000,1.45180,0.17597
0.71094,1.86341,0.15294
0.70312,1.82135,0.03763
0.64844,2.25725,0.06798
0.68750,1.51474,0.06860
0.74219,1.52488,0.05368
0.66406,2.38183,0.09355
0.64844,2.01882,0.12929
0.67188,1.99510,0.07180
0.70312,1.66828,0.04249
0.70312,1.90831,0.20219
0.75000,1.29713,0.27012
0.73438,1.57467,0.19548
0.75000,1.46779,0.05482
0.62500,2.05719,0.10716
0.69531,1.74833,0.05924
0.70312,1.89736,0.16078
0.67188,1.59386,0.13948
0.70312,1.84230,0.11345
0.60156,2.53173,0.05167
0.68750,1.88493,0.31483
0.67969,2.09544,0.06984
0.64062,1.92168,0.13289
0.69531,1.45808,0.09792
0.64062,2.44894,0.10697
0.70312,1.64121,0.12127
0.71875,1.77894,0.08069
0.69531,1.45321,0.07728
0.73438,1.54052,0.06089
0.77344,1.29805,0.21938
0.72656,1.84435,0.03548
0.71094,1.95559,0.08616
0.72656,1.57440,0.05807
0.76562,1.15359,0.08855
0.72656,1.59867,0.05920
0.67969,1.92007,0.08257
0.75781,1.43994,0.16790
0.64844,2.20618,0.18109
0.66406,2.70255,0.07696
0.73438,1.35664,0.27152
0.71875,1.63244,0.05107
0.64062,2.57461,0.12923
0.69531,2.33431,0.16922
0.70312,1.66978,0.03110
0.71094,1.78504,0.26193
0.65625,2.14229,0.07970
0.63281,2.51582,0.09766
0.74219,1.18684,0.03544
0.65625,1.77291,0.03863
0.75000,1.71199,0.09673
0.56250,2.45644,0.00831
0.63281,2.53216,0.12029
0.64062,2.33550,0.13472
0.67969,2.30140,0.03910
0.65625,2.19210,0.08591
0.70312,1.73040,0.21466
0.75000,1.28751,0.08386
0.69531,2.32731,0.01767
0.66406,2.19964,0.20742
0.64844,2.66019,0.06359
0.71875,1.92911,0.07724
0.67969,1.77266,0.17283
0.72656,1.86401,0.04862
0.73438,1.82970,0.02404
0.66406,2.14708,0.00223
0.71094,1.76969,0.06732
0.68750,2.39079,0.08950
0.69531,2.00258,0.07335
0.66406,2.26984,0.23392
0.76562,1.55057,0.04351
0.73438,1.66560,0.10235
0.67969,2.06588,0.09854
0.77344,1.62954,0.08800
0.74219,1.58184,0.12174
0.67188,2.08830,0.08550
0.66406,2.55085,0.37399
0.67969,1.76526,0.05966
0.68750,2.15344,0.03451
0.67188,1.53637,0.04487
0.70312,1.43671,0.03372
0.67188,2.05952,0.09869
0.64844,2.48013,0.08042
0.64062,2.35201,0.03955
0.70312,1.87087,0.03158
0.77344,1.67911,0.00552
0.67188,2.40317,0.01781
0.64844,2.34644,0.08173
0.62500,2.39630,0.08348
0.71094,2.25916,0.11876
0.62500,2.25655,0.25881
0.73438,1.62441,0.03409
0.66406,1.86256,0.03396
0.74219,2.09103,0.17030
