accuracy,loss,t-loss
0.23438,1.88762,1.81905
0.14844,1.92303,1.87314
0.18750,2.04587,1.91221
0.11719,2.03383,1.92162
0.18750,1.84830,1.90202
0.18750,1.98092,1.84649
0.20312,1.84698,1.90106
0.22656,1.98183,1.70034
0.25781,1.94832,1.82569
0.23438,2.03127,1.84791
0.24219,1.89789,1.89125
0.17969,1.96847,1.81207
0.19531,1.79650,1.84280
0.22656,2.01390,1.78017
0.27344,2.09877,1.87732
0.21875,1.94146,1.76480
0.32812,1.72379,1.74095
0.22656,1.87024,1.82655
0.18750,2.02033,1.94937
0.16406,1.87459,1.87440
0.16406,1.96403,1.78333
0.25000,2.01542,2.02090
0.19531,1.93450,1.79779
0.25781,1.83134,1.84042
0.21094,2.05215,1.89065
0.17969,1.93669,1.77709
0.17969,2.07680,1.79494
0.21094,1.80677,1.74771
0.28906,1.91299,1.64109
0.21875,2.06005,1.80081
0.26562,1.85000,1.77302
0.28125,1.70577,1.80771
0.30469,1.78049,1.91451
0.28125,1.84497,1.64859
0.25000,2.00194,1.86837
0.17188,1.78277,1.78300
0.21094,1.73377,1.70833
0.28125,1.84281,1.76068
0.24219,1.81803,1.73587
0.35938,1.69932,1.75352
0.21875,1.89089,1.68058
0.26562,1.90321,1.67973
0.30469,1.74767,1.75133
0.26562,1.81248,1.80385
0.23438,1.78509,1.89302
0.22656,1.93639,1.84054
0.20312,1.78775,1.82003
0.28125,1.75403,1.67355
0.24219,1.84283,1.62221
0.32031,1.89409,1.65767
0.28125,1.72087,1.67923
0.24219,1.75513,1.72726
0.35156,1.77321,1.59622
0.23438,1.86206,1.76365
0.29688,1.86589,1.65918
0.35156,1.72284,1.55021
0.30469,1.74696,1.72816
0.25000,1.75632,1.72199
0.28906,1.72419,1.70144
0.25000,1.90777,1.65662
0.35938,1.53876,1.51388
0.29688,1.89908,1.67924
0.26562,1.84391,1.75579
0.29688,1.72874,1.61920
0.38281,1.81512,1.50659
0.22656,1.71232,1.54575
0.37500,1.67692,1.51313
0.31250,1.68203,1.47425
0.34375,1.93094,1.76722
0.30469,1.77523,1.60219
0.38281,1.73183,1.37940
0.28125,1.66708,1.46586
0.25781,1.79083,1.47876
0.41406,1.66483,1.58691
0.35156,1.89721,1.28462
0.32812,1.76587,1.46985
0.25000,1.66955,1.54659
0.39844,1.62250,1.31824
0.33594,1.72405,1.51415
0.36719,1.51864,1.43499
0.34375,1.65487,1.60810
0.41406,1.77713,1.47730
0.38281,1.66834,1.30430
0.28906,1.94122,1.48544
0.34375,1.69723,1.40434
0.36719,1.56161,1.47515
0.46094,1.39558,1.25676
0.35156,1.78678,1.15283
0.45312,1.37126,1.36616
0.33594,1.55221,1.44348
0.42969,1.51283,1.19981
0.50000,1.46040,1.17007
0.43750,1.39304,1.16401
0.42188,1.66869,1.37869
0.51562,1.29366,1.09458
0.51562,1.57828,1.02006
0.50781,1.33424,1.16285
0.46875,1.41559,1.15798
0.46094,1.55899,1.10538
0.51562,1.42896,1.12437
0.53125,1.42401,0.94236
0.53906,1.28327,0.89969
0.53125,1.33072,1.06628
0.53906,1.48832,0.93015
0.47656,1.49749,0.83278
0.57031,1.12522,1.05106
0.61719,1.31885,0.82940
0.54688,1.47369,0.85925
0.56250,1.43726,1.00770
0.57812,1.43808,1.03391
0.60938,1.21506,1.12633
0.60156,1.39679,1.06535
0.56250,1.81875,0.71996
0.61719,1.27546,1.07496
0.57031,1.39596,0.92118
0.60156,1.29208,0.61469
0.55469,1.65546,1.06245
0.56250,1.66036,0.74961
0.54688,1.58568,0.71064
0.55469,1.69649,0.66202
0.57031,1.47644,0.44102
0.57031,1.52071,0.48423
0.54688,1.44000,0.48053
0.64844,1.17991,0.57495
0.57031,1.46456,0.78145
0.51562,1.87032,0.55554
0.60938,1.46652,0.42805
0.60156,1.37690,0.89393
0.58594,1.36956,0.42159
0.52344,1.67295,0.70026
0.57031,1.77547,0.66936
0.57031,1.76345,0.33269
0.63281,1.69991,0.37261
0.61719,1.20140,0.52581
0.60938,1.40005,0.63496
0.60156,1.77972,0.61055
0.64062,1.49991,0.30661
0.57031,1.93516,0.47693
0.61719,1.55542,0.39484
0.65625,1.40373,0.27176
0.71094,1.36805,0.70798
0.53125,1.71980,0.53362
0.57812,2.12388,0.55591
0.71875,1.24393,0.24249
0.54688,1.99159,0.42625
0.57812,1.65179,0.42528
0.56250,1.86014,0.24997
0.70312,1.47808,0.37425
0.62500,2.03106,0.37427
0.61719,1.77972,0.50611
0.58594,2.17204,0.28275
0.60938,1.82233,0.34645
0.65625,1.53855,0.49552
0.56250,2.15655,0.60062
0.59375,1.75819,0.26311
0.55469,2.04822,0.38762
0.70312,1.54118,0.37858
0.62500,2.59060,0.52706
0.53906,2.38513,0.45402
0.56250,1.89744,0.30108
0.64062,1.76141,0.44848
0.60938,1.91781,0.26711
0.67188,1.97024,0.53793
0.67188,2.04268,0.20906
0.66406,1.85120,0.21215
0.62500,2.31729,0.24508
0.59375,1.94053,0.30708
0.62500,1.88153,0.30863
0.60938,2.48286,0.19910
0.68750,1.47490,0.22076
0.58594,2.18765,0.16604
0.57031,2.29948,0.22147
0.64844,2.10298,0.32870
0.57812,2.49000,0.24460
0.64062,2.35742,0.53132
0.60156,2.64517,0.10224
0.67969,2.81579,0.09359
0.57812,2.41739,0.22303
0.60938,2.29718,0.31760
0.59375,2.12461,0.26889
0.57812,2.38904,0.17580
0.63281,2.26212,0.25285
0.67188,1.63511,0.31826
0.60156,2.57088,0.18720
0.62500,2.38060,0.17318
0.62500,1.85308,0.12517
0.65625,2.50946,0.26096
0.60938,2.04192,0.56541
0.56250,2.09643,0.35234
0.58594,2.42777,0.09709
0.59375,2.64268,0.04688
0.59375,2.50143,0.09756
0.62500,2.16965,0.28433
0.56250,3.31178,0.18379
0.58594,2.52975,0.09378
0.73438,3.09872,0.11321
0.62500,2.81624,0.14871
0.54688,2.53221,0.49468
0.57031,2.59486,0.24994
0.60156,2.72273,0.14146
0.60156,2.17185,0.11608
0.61719,2.37078,0.16884
0.60156,2.62011,0.21076
0.61719,1.78921,0.19520
0.56250,2.07585,0.15928
0.67188,2.43175,0.10420
0.57031,2.99131,0.29178
0.57031,2.27349,0.26022
0.64062,2.27522,0.10516
0.64062,3.01560,0.12342
0.59375,2.13840,0.08323
0.57031,2.71727,0.16090
0.68750,1.85961,0.15631
0.67969,1.89074,0.09735
0.56250,3.05868,0.13955
0.62500,2.24137,0.09644
0.66406,2.73392,0.09000
0.62500,2.34286,0.04671
0.57031,2.39723,0.19773
0.58594,2.34426,0.10834
0.64062,2.59881,0.07237
0.69531,1.97894,0.29371
0.70312,1.92161,0.19336
0.61719,2.28543,0.15136
0.65625,2.03967,0.18730
0.66406,1.98976,0.02610
0.69531,3.82072,0.06660
0.61719,2.10446,0.38865
0.55469,2.55979,0.26573
0.64844,2.87195,0.10618
0.55469,3.05162,0.18733
0.64062,2.45616,0.08402
0.60938,2.58562,0.08554
0.59375,2.55619,0.10634
0.64844,1.85370,0.40498
0.64062,2.09027,0.27570
0.58594,2.61807,0.14480
0.61719,2.71121,0.10298
0.66406,2.27615,0.13413
0.60156,2.05662,0.12852
0.63281,2.27696,0.07711
0.61719,2.29710,0.20934
0.64062,3.05592,0.20197
0.61719,2.33574,0.09799
0.59375,2.60837,0.34312
0.65625,2.49392,0.09636
0.67188,2.13048,0.22818
0.62500,2.73957,0.19560
0.61719,2.55697,0.18662
0.67188,1.97654,0.05754
0.62500,2.49695,0.28122
0.60156,2.63035,0.23814
0.76562,1.66776,0.11887
0.53125,3.15416,0.17045
0.60156,3.38109,0.04790
0.56250,3.83217,0.05036
0.61719,2.32294,0.07635
0.66406,2.02405,0.16827
0.72656,1.90379,0.24769
0.58594,3.26375,0.15393
0.66406,2.19913,0.04635
0.71875,1.88253,0.04891
0.60156,1.78976,0.36057
0.59375,3.88162,0.25220
0.64844,2.91998,0.15111
0.67969,2.66825,0.19241
0.58594,2.86178,0.16281
0.54688,3.60124,0.08151
0.74219,2.11886,0.11038
0.63281,2.65729,0.11447
0.65625,2.14804,0.16572
0.65625,2.49693,0.06358
0.57031,2.96970,0.06334
0.59375,2.28252,0.09558
0.67969,2.84483,0.05240
0.56250,3.56808,0.08844
0.64844,2.18677,0.13008
0.68750,1.93742,0.18241
0.57031,2.99410,0.22809
0.62500,1.99594,0.10489
0.57812,3.05339,0.17035
0.58594,2.80836,0.05288
0.60156,3.88351,0.22785
0.61719,2.73006,0.13220
0.64062,1.95510,0.13014
0.61719,2.70848,0.11062
0.59375,2.85746,0.14862
0.71094,2.63354,0.21910
0.71875,1.65827,0.09590
0.52344,3.74681,0.21229
0.64062,2.52371,0.05763
0.69531,2.82335,0.10689
0.67188,2.32067,0.09398
0.57031,4.13055,0.05631
0.60156,2.09211,0.40118
0.60156,3.11596,0.17477
0.60938,2.26426,0.16508
0.54688,2.84455,0.08901
0.65625,2.94447,0.04626
0.62500,2.89734,0.06626
0.64844,2.85256,0.02681
0.61719,3.39806,0.07450
0.60938,3.43929,0.13515
0.66406,2.80838,0.28555
0.64844,2.36755,0.06987
0.64062,2.61560,0.06172
0.67969,2.81005,0.06646
0.60156,3.23896,0.18007
0.57812,2.78585,0.08953
0.71875,2.55089,0.17174
0.61719,3.12421,0.20014
0.60938,3.12311,0.06861
0.67969,2.19340,0.02794
0.63281,2.63153,0.13649
0.56250,1.95087,0.23851
0.61719,2.63024,0.12136
0.64844,2.96620,0.13828
0.62500,4.33618,0.12943
0.60938,4.08537,0.21512
0.63281,2.53618,0.04618
0.67188,2.43749,0.04681
0.57812,3.66543,0.02853
0.67188,3.23646,0.04806
0.62500,4.25035,0.03570
0.62500,3.06105,0.16998
0.55469,4.65690,0.03565
0.57031,3.33706,0.05984
0.64844,3.60880,0.07188
0.70312,1.54248,0.05654
0.64062,2.22261,0.14973
0.56250,3.32798,0.09323
0.64062,2.51105,0.20939
0.60938,2.78827,0.32601
0.54688,3.11763,0.38724
0.64844,2.49820,0.08442
0.63281,2.22364,0.09592
0.69531,2.18866,0.21597
0.59375,3.65666,0.15187
0.60156,2.96944,0.10138
0.59375,2.36946,0.21101
0.64062,3.41144,0.28219
0.70312,2.29082,0.05278
0.62500,3.00555,0.02421
0.70312,2.51446,0.11085
0.63281,3.14972,0.05757
0.66406,2.38230,0.10526
0.55469,4.14785,0.11434
0.65625,2.91239,0.05783
0.60156,2.92897,0.09451
0.67188,4.05645,0.03460
0.64844,3.46095,0.03944
0.62500,3.31437,0.02553
0.64844,2.62230,0.14861
0.60156,3.03277,0.17110
0.57031,3.86022,0.22765
0.60156,3.74811,0.01708
0.60938,3.33716,0.02966
0.58594,4.18643,0.16122
0.60156,2.99683,0.19738
0.57031,2.55370,0.17095
0.64062,3.54156,0.04417
0.57031,3.59756,0.05769
0.62500,4.76609,0.05689
0.53906,3.10953,0.07058
0.64844,2.80404,0.04760
0.60156,3.34747,0.06813
0.67188,3.16251,0.05615
0.64844,4.25454,0.03601
0.67969,3.11387,0.05530
0.59375,3.19509,0.25847
0.65625,2.33168,0.03993
0.67188,3.41106,0.05603
0.65625,2.67837,0.11680
0.66406,3.10555,0.08005
0.63281,2.77179,0.29142
0.63281,2.36085,0.07714
0.55469,2.97295,0.40034
0.62500,3.15495,0.06737
0.59375,2.34702,0.07184
0.61719,3.85473,0.11127
0.62500,3.60837,0.05810
0.65625,2.92848,0.05388
0.69531,2.37762,0.04473
0.57812,3.58498,0.09920
0.61719,2.61997,0.03886
0.56250,3.51267,0.30776
0.54688,2.90143,0.04087
0.58594,2.95162,0.03397
0.61719,3.00925,0.05591
0.70312,2.68968,0.01893
0.63281,4.01122,0.01980
0.64844,3.33827,0.02775
0.63281,2.62460,0.18382
0.60938,3.24363,0.08446
0.60938,2.99225,0.12117
0.63281,3.05872,0.22615
0.66406,2.00184,0.01413
0.59375,3.99787,0.07826
0.60156,2.46517,0.06869
0.64844,3.31338,0.09206
0.67969,3.25614,0.11985
0.60156,2.88116,0.49041
0.60156,5.16436,0.07496
0.58594,3.91753,0.16530
0.69531,3.00818,0.05063
0.65625,2.41779,0.00993
0.67969,2.94697,0.04902
0.57031,6.00619,0.04659
0.67969,2.83966,0.06191
0.58594,3.45595,0.08216
0.63281,3.09484,0.03397
0.65625,3.19706,0.01286
0.58594,3.49450,0.09100
0.65625,2.91849,0.12090
0.60156,3.25137,0.01669
0.69531,2.18233,0.04509
0.67188,2.41205,0.02407
0.63281,2.79723,0.01682
0.60156,3.79692,0.09965
0.67969,4.35813,0.11852
0.65625,3.19214,0.04134
0.56250,3.62661,0.06144
0.59375,3.65849,1.26851
0.59375,2.94135,0.12461
0.59375,3.81048,0.19828
0.63281,2.50133,0.25316
0.54688,2.65117,0.06490
0.67969,2.70101,0.01694
0.64844,2.41318,0.13306
0.64062,3.37786,0.03590
0.71875,2.29830,0.00488
0.62500,3.10307,0.00874
0.56250,3.91114,0.07812
0.59375,3.62830,0.00669
0.64844,3.16764,0.01446
0.63281,7.18517,0.06014
0.59375,2.92424,0.01862
0.60156,3.10818,0.00548
0.64844,3.55686,0.14984
0.66406,2.75303,0.08956
0.56250,3.55435,0.03852
0.56250,3.58117,0.01637
0.60156,2.58720,0.12918
0.63281,3.62837,0.19653
0.64062,2.82783,0.10568
0.61719,3.01822,0.13785
0.65625,2.48373,0.02896
0.69531,2.64538,0.06890
0.56250,3.54319,0.08152
0.70312,2.42041,0.00296
0.59375,3.47929,0.09111
0.61719,3.69653,0.02736
0.68750,3.49254,0.12381
0.67188,3.19575,0.02192
0.61719,3.42540,0.17293
0.64844,3.86820,0.00747
0.67969,3.27708,0.25270
0.61719,2.78313,0.03948
0.59375,3.88338,0.12788
0.66406,2.67327,0.09967
0.56250,4.02492,0.09950
0.61719,2.74853,0.11180
0.58594,3.86341,0.01067
0.73438,2.17639,0.03436
0.64844,2.75461,0.01034
0.61719,3.51063,0.01654
0.66406,2.40052,0.14783
0.55469,4.10027,0.27539
0.55469,3.84473,0.10869
0.57031,3.42316,0.07432
0.62500,2.93682,0.04964
0.62500,4.24253,0.04447
0.65625,3.35432,0.09215
0.64062,2.79580,0.02293
0.60938,4.51717,0.06422
0.62500,3.97335,0.03879
0.67188,2.86294,0.18800
0.67188,3.60199,0.08974
0.63281,2.02971,0.22709
0.64844,2.78732,0.01697
0.59375,2.83370,0.03466
0.64062,2.96599,0.02390
0.54688,3.71140,0.10120
0.64062,2.47585,0.03083
0.60938,3.85597,0.00759
0.71094,2.71780,0.01509
0.67969,3.73115,0.08407
0.71094,3.00420,0.01185
0.58594,4.34850,0.02174
0.66406,3.37559,0.06488
0.61719,3.62361,0.21348
0.54688,3.94272,0.07727
0.59375,5.03539,0.22767
0.59375,3.51655,0.03965
0.57031,3.51959,0.17032
0.60938,3.55118,0.10758
0.70312,2.31548,0.10562
0.64844,3.27991,0.01152
0.56250,2.90255,0.21937
0.53906,2.88334,0.31099
0.52344,4.00324,0.20989
0.66406,2.53560,0.04681
0.61719,3.09306,0.19811
0.57812,1.88468,0.59631
0.58594,2.81798,0.05543
0.63281,2.22906,0.20717
0.66406,2.30591,0.12577
0.63281,2.81452,0.14981
0.65625,2.49362,0.01836
0.60938,3.34687,0.05585
0.67969,3.42711,0.07009
0.64062,4.12661,0.02061
0.60938,3.85020,0.00882
0.60156,3.20859,0.01948
0.59375,3.47965,0.08016
0.62500,3.55198,0.04606
0.64062,3.95257,0.00251
0.71094,2.92209,0.21509
0.70312,2.50227,0.03787
0.62500,3.37866,0.44937
0.67188,3.61330,0.03592
0.61719,2.38893,0.06166
0.62500,2.97037,0.00732
0.58594,4.10755,0.58955
0.69531,3.46714,0.02085
0.57031,3.94837,0.01456
0.68750,3.41948,0.03301
0.63281,3.72713,0.02162
0.61719,2.71754,0.03484
0.69531,2.17263,0.04238
0.62500,3.74764,0.01254
0.64844,4.99493,0.02522
0.68750,3.30044,0.23812
0.63281,4.14967,0.10487
0.60938,3.41135,0.21515
0.56250,2.90250,0.17602
0.63281,4.19729,0.11116
0.70312,2.85313,0.22322
0.63281,3.21243,0.04239
0.57031,3.61677,0.13660
0.62500,3.91359,0.11118
0.63281,2.26188,0.10548
0.62500,2.94000,0.02004
0.62500,4.33569,0.04895
0.67969,3.17735,0.15424
0.71094,4.30912,0.06339
0.65625,3.59836,0.06756
0.59375,3.88919,0.00875
0.60938,4.10686,0.10242
0.64844,2.87946,0.01785
0.62500,3.60151,0.07320
0.65625,3.01038,0.03194
0.68750,3.25380,0.04343
0.50781,4.64407,0.03580
0.61719,3.82365,0.06148
0.60938,3.63148,0.04270
0.70312,4.05449,0.02531
0.60156,4.70280,0.01231
0.67969,3.46717,0.03055
0.64844,3.40532,0.04778
0.60156,3.95040,0.08542
0.61719,4.37797,0.05452
0.55469,4.85496,0.43745
0.64062,3.46775,0.07328
0.59375,3.12728,0.11402
0.64844,2.81295,0.16882
0.59375,4.91710,0.30714
0.64844,4.13684,0.15416
0.60938,4.74092,0.13986
0.72656,2.90576,0.01722
0.64062,3.45495,0.16736
0.64844,2.15002,0.35009
0.60156,2.28340,0.11185
0.68750,4.03663,0.01743
0.65625,2.91015,0.02263
0.61719,2.81391,0.00980
0.61719,3.82713,0.01174
0.66406,3.88860,0.01998
0.67969,3.49465,0.00586
0.65625,4.17684,0.02384
0.61719,5.26807,0.34274
0.58594,5.23046,0.22928
0.60156,2.24026,0.17814
0.60938,3.03696,0.06638
0.64062,2.66617,0.00647
0.60156,4.06366,0.04496
0.52344,3.76563,0.02126
0.65625,2.48973,0.02557
0.62500,3.59055,0.01944
0.67188,3.15756,0.01076
0.67969,4.38203,0.04226
0.69531,3.19245,0.05731
0.66406,2.72778,0.20008
0.67188,2.76133,0.01311
0.63281,2.95467,0.08547
0.68750,3.69528,0.05562
0.61719,2.63582,0.03404
0.62500,3.81175,0.01071
0.65625,2.95488,0.00428
0.63281,3.72639,0.05823
0.61719,3.72548,0.06471
0.43750,5.76181,2.09329
0.57812,2.58156,0.72937
0.60156,3.10561,0.04409
0.74219,2.42328,0.07304
0.62500,3.87862,0.09122
0.66406,2.16015,0.13220
0.62500,3.54988,0.01460
0.60938,2.34781,0.51254
0.69531,2.26034,0.03465
0.64844,3.06376,0.01880
0.64062,3.19873,0.03500
0.63281,3.40901,0.01925
0.62500,3.79878,0.03485
0.72656,2.70404,0.01987
0.67969,3.36383,0.06036
0.67188,4.81686,0.12502
0.62500,3.50034,0.01452
0.67188,3.18532,0.05722
0.60938,3.42576,0.05562
0.67188,2.61815,0.20593
0.56250,4.72444,0.08149
0.63281,3.39684,0.03913
0.67188,5.56449,0.00226
0.63281,2.70288,0.05130
0.57031,4.61363,0.01259
0.65625,3.33903,0.64876
0.57812,3.66964,0.07910
0.65625,3.39815,0.12739
0.58594,3.85158,0.06228
0.67969,3.87905,0.01704
0.68750,2.13521,0.00880
0.67969,3.56611,0.00963
0.63281,3.21204,0.00458
0.70312,3.30071,0.02121
0.58594,3.98343,0.03479
0.63281,4.00164,0.01359
0.63281,4.07487,0.01118
0.64844,3.82402,0.02503
0.71094,2.28300,0.03437
0.59375,3.65227,0.01779
0.54688,4.06558,0.05650
0.66406,3.12796,0.01663
0.62500,2.75046,0.04715
0.64844,3.40395,0.12447
0.63281,4.23241,0.16540
0.60156,2.92423,0.04686
0.64062,2.20925,0.12245
0.72656,1.80071,0.08410
0.66406,2.92527,0.00431
0.64062,2.35867,0.03947
0.64062,3.85596,0.00787
0.62500,2.62245,0.01530
0.59375,3.58411,0.09374
0.72656,2.27465,0.00833
0.69531,2.50836,0.00872
0.55469,5.09491,0.12211
0.68750,2.67972,0.01221
0.60938,4.28893,0.02076
0.69531,3.56369,0.07490
0.56250,3.85851,0.33742
0.67188,3.98616,0.03622
0.63281,3.21694,0.05152
0.68750,3.32022,0.00830
0.61719,3.28773,0.10490
0.59375,3.61597,0.10470
0.67969,3.00394,0.15763
0.66406,2.98218,0.03723
0.63281,6.63939,0.00423
0.64844,2.75214,0.00932
0.67969,4.03723,0.01723
0.60156,4.69226,0.02807
0.64844,3.71710,0.10709
0.57812,4.49029,0.03147
0.59375,2.24309,0.08077
0.63281,2.57874,0.09768
0.62500,4.04716,0.22270
0.63281,4.70223,0.03963
0.61719,3.48785,0.07076
0.62500,3.70670,0.17363
0.59375,3.16354,0.05164
0.59375,4.46004,0.04908
0.64062,2.94677,0.02614
0.60938,4.49354,0.02659
0.66406,2.64113,0.11858
0.73438,1.96038,0.16994
0.67969,1.88864,0.24340
0.53906,3.40070,0.54128
0.65625,4.11389,0.09949
0.64062,2.92537,0.08377
0.58594,3.06061,0.01498
0.74219,4.27042,0.09387
0.68750,2.81304,0.05332
0.60938,3.38205,0.13589
0.64062,3.07002,0.01545
0.59375,2.76280,0.01475
0.54688,4.94830,0.14979
0.65625,3.31469,0.02120
0.67188,3.96027,0.05332
0.63281,3.50046,0.07215
0.62500,3.40238,0.40261
0.57812,2.09207,0.39400
0.63281,2.57891,0.12835
0.65625,2.20747,0.11240
0.68750,2.81109,0.20721
0.57812,3.42200,0.30257
0.66406,2.50806,0.01633
0.65625,3.32710,0.04255
0.65625,3.78481,0.00401
0.60938,4.51402,0.06692
0.56250,1.82296,1.21082
0.50781,3.50856,0.48110
0.61719,2.91674,0.19467
0.58594,2.63341,0.02817
0.57031,3.56417,0.10721
0.64062,2.69361,0.05938
0.62500,3.71236,0.13293
0.66406,3.41353,0.01602
0.62500,2.57267,0.13682
0.64062,2.91825,0.04504
0.67188,1.93133,0.06052
0.60156,3.49855,0.14671
0.53906,3.35568,0.11031
0.58594,3.17176,0.09173
0.70312,3.06482,0.06294
0.61719,3.06985,0.00690
0.62500,3.29551,0.07493
0.65625,2.87354,0.02469
0.57812,3.54426,0.02192
0.57031,4.13284,0.08855
0.67188,3.20554,0.01348
0.70312,2.88342,0.00221
0.68750,2.96180,0.05564
0.69531,2.67248,0.09538
0.63281,6.16524,0.10387
0.64062,4.49593,0.04929
0.67969,4.32638,0.00274
0.64844,3.76792,0.15020
0.62500,3.38989,0.15647
0.60156,4.25027,0.01360
0.69531,2.88331,0.07229
0.76562,2.89105,0.00164
0.64844,3.96808,0.07749
0.61719,5.61991,0.06962
0.63281,3.18430,0.16620
0.62500,3.84743,0.01579
0.66406,4.44703,0.00302
0.64844,2.87647,0.05280
0.61719,5.30305,0.04498
0.66406,2.63451,0.13936
0.59375,4.95927,0.19949
0.57812,2.81464,0.35419
0.63281,3.49394,0.04391
0.63281,3.26545,0.00571
0.63281,3.82128,0.11134
0.60938,4.34357,0.05448
0.67969,3.11684,0.04231
0.56250,4.46322,0.12460
0.66406,2.79885,0.00977
0.66406,3.60227,0.05234
0.60938,4.81896,0.33413
0.64062,4.00930,0.11508
0.56250,5.22054,0.09595
0.62500,3.35063,0.00732
0.64062,3.20852,0.03437
0.62500,3.79457,0.04453
0.64062,3.32654,0.13135
0.64062,4.55887,0.03906
0.56250,2.93706,1.04815
0.60938,3.06305,0.20290
0.58594,3.69175,0.07618
0.60156,3.58106,0.02274
0.67188,1.94756,0.26708
0.59375,3.12154,0.08641
0.62500,2.57653,0.06192
0.60938,4.07252,0.01696
0.67188,2.76405,0.04314
0.64062,3.44561,0.19298
0.63281,3.94768,0.00597
0.62500,3.62351,0.00353
0.57812,3.74219,0.00255
0.57031,4.55814,0.01330
0.57812,5.00387,0.02277
0.60156,3.97368,0.00468
0.59375,3.81312,0.00624
0.66406,4.30109,0.02752
0.64844,4.50617,0.01506
0.61719,3.21022,0.39720
0.67969,5.23665,0.01605
0.61719,4.23139,0.01398
0.65625,3.58713,0.04006
0.57031,5.51043,0.41216
0.62500,2.97950,0.13939
0.53906,3.19142,0.05430
0.71094,3.77424,0.01083
0.66406,3.45478,0.02756
0.55469,3.91800,0.00468
0.71875,3.23018,0.02393
0.64062,3.85219,0.02572
0.63281,4.68349,0.00876
0.65625,4.00126,0.01782
0.59375,4.27519,0.00159
0.72656,3.37732,0.04746
0.70312,2.38001,0.05686
0.64844,3.84735,0.07489
0.57812,3.19455,0.68090
0.57031,2.84487,1.21946
0.61719,2.57630,0.11289
0.56250,2.73038,0.16291
0.60156,3.33887,0.06158
0.64062,3.10027,0.01209
0.64062,2.76984,0.04255
0.53906,4.44916,0.02117
0.55469,4.34606,0.04112
0.65625,3.37931,0.01115
0.65625,3.31948,0.00929
0.67188,3.32953,0.00327
0.70312,3.69094,0.01447
0.63281,3.63138,0.02624
0.64062,3.70012,0.03468
0.72656,2.98795,0.16295
0.60938,4.54447,0.19079
0.60938,4.72377,0.02674
0.64062,4.00048,0.00377
0.70312,3.28993,0.00878
0.63281,3.72694,0.22336
0.64844,3.23021,0.35724
0.58594,3.68786,0.17098
0.57031,4.00491,0.02677
0.66406,3.34801,0.00439
0.54688,5.77529,0.03666
0.71875,2.28877,0.00829
0.59375,3.93766,0.00261
0.60938,3.49877,0.00481
0.63281,4.47716,0.00362
0.57031,5.20770,0.00218
0.60156,3.18228,0.22066
0.54688,2.22768,0.40052
0.61719,3.03231,0.04541
0.57812,3.91689,0.13559
0.64844,3.14034,0.02488
0.69531,3.33704,0.02527
0.67969,3.09153,0.10704
0.67188,3.77179,0.00413
0.69531,2.44913,0.00459
0.67969,3.14766,0.01325
0.68750,4.34531,0.03051
